iter	Passed	Remaining
1160	33418	110502
1161	33445	110467
1162	33467	110415
1163	33494	110383
1164	33521	110347
1165	33550	110318
1166	33574	110274
1167	33598	110229
1168	33623	110190
1169	33648	110149
1170	33674	110110
1171	33702	110080
1172	33731	110052
1173	33759	110020
1174	33790	109999
1175	33818	109969
1176	33844	109930
1177	33873	109902
1178	33900	109866
1179	33922	109815
1180	33949	109783
1181	33975	109745
1182	34001	109707
1183	34028	109671
1184	34049	109618
1185	34074	109577
1186	34102	109548
1187	34134	109529
1188	34161	109495
1189	34187	109456
1190	34230	109472
1191	34256	109437
1192	34285	109407
1193	34312	109373
1194	34339	109341
1195	34367	109307
1196	34394	109273
1197	34419	109235
1198	34444	109194
1199	34474	109168
1200	34499	109127
1201	34525	109090
1202	34553	109060
1203	34580	109026
1204	34608	108995
1205	34633	108955
1206	34662	108926
1207	34690	108897
1208	34723	108880
1209	34747	108836
1210	34773	108798
1211	34802	108772
1212	34830	108740
1213	34855	108700
1214	34881	108665
1215	34908	108629
1216	34935	108597
1217	34964	108567
1218	34991	108535
1219	35018	108501
1220	35044	108463
1221	35071	108430
1222	35099	108396
1223	35124	108359
1224	35150	108320
1225	35175	108281
1226	35204	108252
1227	35247	108269
1228	35286	108272
1229	35319	108256
1230	35351	108235
1231	35379	108207
1232	35418	108210
1233	35446	108179
1234	35476	108152
1235	35506	108128
1236	35536	108102
1237	35567	108080
1238	35602	108071
1239	35633	108049
1240	35659	108012
1241	35693	107999
1242	35725	107982
1243	35755	107955
1244	35784	107927
1245	35813	107901
1246	35843	107874
1247	35873	107849
1248	35902	107823
1249	35930	107792
1250	35958	107761
1251	35988	107735
1252	36017	107708
1253	36047	107683
1254	36076	107654
1255	36104	107624
1256	36130	107588
1257	36160	107562
1258	36186	107525
1259	36214	107492
1260	36253	107494
1261	36278	107455
1262	36306	107424
1263	36334	107393
1264	36361	107359
1265	36388	107324
1266	36419	107304
1267	36455	107295
1268	36488	107278
1269	36516	107250
1270	36551	107238
1271	36593	107249
1272	36628	107237
1273	36666	107235
1274	36700	107224
1275	36738	107221
1276	36770	107202
1277	36803	107184
1278	36830	107151
1279	36858	107120
1280	36889	107097
1281	36919	107072
1282	36951	107051
1283	36977	107017
1284	37005	106986
1285	37037	106965
1286	37063	106928
1287	37092	106898
1288	37118	106863
1289	37143	106822
1290	37171	106793
1291	37199	106761
1292	37225	106723
1293	37251	106688
1294	37292	106693
1295	37320	106662
1296	37347	106629
1297	37375	106596
1298	37402	106564
1299	37430	106532
1300	37461	106509
1301	37490	106482
1302	37519	106452
1303	37545	106417
1304	37572	106383
1305	37599	106349
1306	37625	106313
1307	37654	106284
